id,category,subcategory,question,answer,keywords,audience,source_url,as_of
FIN-305,Curriculum,Practical exercises,What practical exercises has ASPIRE used?,"One example is deposit exercises, where students complete real deposit slips and interact with bank tellers so that the process stops being intimidating. Turning an abstract instruction into a rehearsed action is what makes it stick.",practical|deposit exercise|bank visit|hands on|activity,teacher,https://aspire.gov.kn/,2025-07-15
FIN-306,Curriculum,Whole life skill,Does financial education stop at 18?,"No. The concepts stay the same but the decisions get larger, moving from allowance to salary, from saving for a phone to saving for a home. The habits built before 18 are what determine how those later decisions go.",lifelong|after 18|continues|adult|skills,general,internal:aspire-financial-education,2026-08-04
FIN-307,Games and Activities,Word Scramble overview,What is the ASPIRE Word Scramble?,"It is a warm-up activity used at the start of ASPIRE sessions. Players are shown scrambled letters and must rearrange them into a financial word. When they finish, they raise a hand and say their name clearly.",word scramble|warm up|activity|game|unscramble,general,internal:eccb-aspire-word-scramble,2026-02-16
FIN-308,Games and Activities,Word Scramble words,What words are in the ASPIRE Word Scramble?,"The official warm-up uses four words: NOEYM unscrambles to MONEY, STERINTE unscrambles to INTEREST, SNEVIT unscrambles to INVEST, and EASV unscrambles to SAVE.",word scramble|answers|noeym|sterinte|snevit|easv,general,internal:eccb-aspire-word-scramble,2026-02-16
FIN-309,Games and Activities,NOEYM,What does NOEYM unscramble to?,MONEY. Money is anything widely accepted in exchange for goods and services. In Saint Kitts and Nevis that is the Eastern Caribbean dollar.,noeym|money|scramble answer|unscramble,child,internal:eccb-aspire-word-scramble,2026-02-16
FIN-310,Games and Activities,STERINTE,What does STERINTE unscramble to?,"INTEREST. Interest is what the bank pays you for keeping your money with them, and what you pay a lender for using their money.",sterinte|interest|scramble answer|unscramble,child,internal:eccb-aspire-word-scramble,2026-02-16
FIN-311,Games and Activities,SNEVIT,What does SNEVIT unscramble to?,"INVEST. To invest is to put money into something like shares or a business, expecting it to grow in value or produce income over time.",snevit|invest|scramble answer|unscramble,child,internal:eccb-aspire-word-scramble,2026-02-16
FIN-312,Games and Activities,EASV,What does EASV unscramble to?,"SAVE. To save is to keep part of your money instead of spending all of it, so it is available for a goal or an emergency later.",easv|save|scramble answer|unscramble,child,internal:eccb-aspire-word-scramble,2026-02-16
FIN-313,Games and Activities,Why these words,"Why does the Word Scramble use money, interest, invest and save?","Because those four words are the backbone of the whole programme. You earn money, you save part of it, interest makes it grow, and investing grows it further. Every later lesson builds on those four ideas.",why these words|four words|foundation|core concepts|purpose,teacher,internal:eccb-aspire-word-scramble,2026-02-16
FIN-314,Games and Activities,More scramble words,What other words could be used in a financial word scramble?,"Good candidates include BUDGET, CREDIT, DEBT, RISK, RETURN, PROFIT, SHARE, BOND, WEALTH, INCOME, EXPENSE, PRINCIPAL, DIVIDEND, INFLATION, ASSET, GOAL, BANK and DEPOSIT. Choose words the group has already met in a lesson.",more words|word bank|extra rounds|scramble ideas|vocabulary,teacher,internal:aspire-financial-education,2026-08-04
FIN-315,Games and Activities,Scramble instructions,How do I run the Word Scramble activity?,"Show the scrambled letters, give players a short fixed time, and have each person raise a hand and state their name clearly when finished. Then ask the group what each word actually means before moving on.",how to run|instructions|facilitate|activity|classroom,teacher,internal:eccb-aspire-word-scramble,2026-02-16
FIN-316,Games and Activities,Affirmations overview,What are the ASPIRE positive affirmations?,They are eight short statements used to set a confident mindset before a session: I believe in me. I try my best. I am focused. I will not give up. I can stay in control. I am ready to learn. I am kind. I am successful.,affirmations|positive|eight|statements|list,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-317,Games and Activities,Why affirmations,Why does a money programme use positive affirmations?,"Because financial behaviour depends as much on self-belief and self-control as on information. A learner who believes they can manage money is far more likely to try, to persist after a mistake, and to keep the habit going.",why affirmations|mindset|self belief|behaviour|purpose,parent,internal:eccb-aspire-affirmations,2025-10-21
FIN-318,Games and Activities,I believe in me,What does the affirmation I believe in me mean for money?,"It means trusting that you are capable of learning this. Many people decide early that they are just bad with money, and that belief stops them trying. Financial skill is learned, not inherited.",i believe in me|affirmation|confidence|capable|self belief,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-319,Games and Activities,I try my best,What does the affirmation I try my best mean for money?,It means effort counts even when the amounts are small. Saving EC$5 when EC$5 is what you have is a real success. Progress is measured against your own starting point.,i try my best|affirmation|effort|small amounts|progress,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-320,Games and Activities,I am focused,What does the affirmation I am focused mean for money?,It means keeping your goal in view when something tempting appears. Focus is what turns a savings target into a finished savings target.,i am focused|affirmation|goal|distraction|discipline,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-321,Games and Activities,I will not give up,What does the affirmation I will not give up mean for money?,It means one overspend does not end the plan. Almost everyone breaks a budget at some point. The people who succeed are simply the ones who start again the next week.,i will not give up|affirmation|persistence|setback|restart,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-322,Games and Activities,I can stay in control,What does the affirmation I can stay in control mean for money?,It means you decide where your money goes rather than letting impulses or advertising decide for you. Budgeting is exactly this: taking control of your money instead of letting money control you.,i can stay in control|affirmation|self control|impulse|budgeting,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-323,Games and Activities,I am ready to learn,What does the affirmation I am ready to learn mean for money?,"It means being willing to ask about things you do not understand. Nobody is born knowing what interest or a dividend is, and questions are how the gap closes.",i am ready to learn|affirmation|curiosity|questions|open,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-324,Games and Activities,I am kind,What does the affirmation I am kind mean for money?,"It covers being kind to others through generosity and fair dealing, and being kind to yourself when you make a money mistake. Harsh self-criticism makes people avoid their finances rather than fix them.",i am kind|affirmation|generosity|self compassion|mistakes,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-325,Games and Activities,I am successful,What does the affirmation I am successful mean for money?,"It defines success as the habits you build rather than the amount you hold. A young person who saves consistently is already succeeding, long before the balance looks impressive.",i am successful|affirmation|success|habits|definition,child,internal:eccb-aspire-affirmations,2025-10-21
FIN-326,Games and Activities,Using affirmations,How should affirmations be used in a session?,"Say them aloud together at the start, then connect one of them to the lesson that follows. Linking I can stay in control to a budgeting exercise makes the affirmation a tool rather than a slogan.",how to use|session|aloud|link to lesson|facilitate,teacher,internal:eccb-aspire-affirmations,2025-10-21
FIN-327,Games and Activities,Quiz overview,What is the ASPIRE True or False quiz?,"It is a set of statements about saving, budgeting, risk, credit, inflation and investing. Players decide whether each is true or false, and each answer comes with an explanation of the underlying concept.",quiz|true or false|game|activity|how it works,general,internal:eccb-aspire-quiz,2024-11-29
FIN-328,Games and Activities,Quiz topics,What topics does the ASPIRE quiz cover?,"Savings and interest, opportunity cost and trade-offs, the 2 percent minimum deposit rate, budgeting and the 10-20-30-40 formula, needs versus wants, risk and return, credit history, inflation, compound interest, borrowing costs, emergency funds and the time value of money.",quiz topics|coverage|subjects|list|contents,teacher,internal:eccb-aspire-quiz,2024-11-29
FIN-329,Saving,Quiz item - fees,Does money in a savings account grow by earning fees and interest?,"False. Money in a savings account grows by earning interest, not fees. Fees are charges taken from you, not paid to you. The interest earned is added to the principal you deposited, so your balance grows.",quiz|fees|interest|savings growth|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-330,Interest and Growth,Principal,What is principal?,"Principal is the original amount of money you put in or borrowed, before any interest. When you deposit EC$500, that EC$500 is the principal, and interest is calculated on top of it.",principal|original amount|deposit|base|definition,student,internal:eccb-aspire-quiz,2024-11-29
FIN-331,Interest and Growth,Quiz item - compound speed,Does compound interest make money grow slower?,"False. Compound interest makes money grow faster, because you earn interest on the principal and also on the interest already accumulated. The longer you save and the more you save, the stronger the effect.",quiz|compound interest|faster|true or false|growth,student,internal:eccb-aspire-quiz,2024-11-29
FIN-332,Interest and Growth,Minimum rate history,Has the minimum deposit rate always been 2 percent?,"No. The statutory minimum on savings deposits in the ECCU was 4 percent from 1985, reduced to 3 percent with effect from 1 September 2002, and reduced again to 2 percent by the ECCB in 2015.",minimum rate history|4 percent|3 percent|2015|changes,general,internal:eccb-aspire-quiz,2024-11-29
FIN-333,Interest and Growth,Quiz item - statutory rate,Are banks in the ECCU required to pay at least 2 percent on savings deposits?,"True. The minimum statutory interest rate on deposits in the Eastern Caribbean Currency Union is 2 percent, meaning commercial banks must pay holders of savings deposits at least 2 percent a year on their deposits.",quiz|2 percent|statutory|minimum|true or false,general,internal:eccb-aspire-quiz,2024-11-29
FIN-334,Money Basics,Quiz item - time value,Is a dollar today worth more than a dollar in the future?,"True. This is the time value of money. Over time the purchasing power of a dollar erodes because of inflation, so the same dollar buys less later than it does now. Money available today can also be put to work earning a return.",time value of money|dollar today|future|inflation|worth more,student,internal:eccb-aspire-quiz,2024-11-29
FIN-335,Money Basics,Quiz item - inflation direction,Does inflation mean prices keep falling so money buys more?,"False. Inflation is an increase in prices, which is a rise in the cost of living. Under inflation your money buys less and less over time, not more.",quiz|inflation|prices rising|cost of living|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-336,Money Basics,Free lunch,What does there is no such thing as a free lunch mean?,It means every decision has a cost. Good decisions save you money or create chances to earn it. Poor decisions cost you money or cost you opportunities to earn or save. It does not mean lunch is expensive.,free lunch|no free lunch|cost of decisions|trade off|meaning,student,internal:eccb-aspire-quiz,2024-11-29
FIN-337,Money Basics,Quiz item - free lunch,Does there is no such thing as a free lunch mean that lunch is expensive?,"False. It means there is a cost to every decision. Good decisions save money or create opportunities to earn it, while poor decisions cost you money or cost you opportunities. Everyone should therefore strive to make good decisions.",quiz|free lunch|cost of decisions|true or false|meaning,student,internal:eccb-aspire-quiz,2024-11-29
FIN-338,Money Basics,Time value concept,What is the time value of money?,"It is the principle that money available now is worth more than the same amount later, because inflation erodes purchasing power and because money you hold today can be put to work earning a return in the meantime.",time value of money|principle|now vs later|purchasing power|return,student,internal:eccb-aspire-quiz,2024-11-29
FIN-339,Money Basics,Quiz item - opportunity cost,Do all spending decisions have an opportunity cost?,"True. When you spend today you give up the chance to buy something else later. Opportunity cost is the value of the best alternative you gave up, which is why setting priorities before spending matters.",quiz|opportunity cost|all decisions|true or false|trade off,student,internal:eccb-aspire-quiz,2024-11-29
FIN-340,Spending,Two questions,What two questions should I ask before spending?,"First, do I really need it? Second, what are the trade-offs, meaning what am I giving up if I spend this money here? If buying designer sneakers or the latest phone costs you progress toward education or a computer, the purchase is not worth it.",two questions|before spending|trade offs|need it|check budget,student,internal:eccb-aspire-quiz,2024-11-29
FIN-341,Spending,Consult the budget,What should I do when I get the urge to spend?,Consult your budget first to see whether the item fits within its limits. Only then ask whether you truly need it and what you are giving up by buying it. Checking the budget before the urge passes is what stops impulse buying.,urge to spend|impulse|consult budget|check first|discipline,student,internal:eccb-aspire-quiz,2024-11-29
FIN-342,Budgeting,Quiz item - buy everything,Does a budget help a household buy everything the family wants?,"False. A budget helps a household focus on needs rather than wants and avoid overspending. Financial success comes from having a budget and the discipline to stick to it, not from finding a way to afford everything.",quiz|budget|wants|discipline|true or false,parent,internal:eccb-aspire-quiz,2024-11-29
FIN-343,Budgeting,Quiz item - control,Is putting you in control of your money a good reason to budget?,True. Budgeting means taking control of your money rather than letting money take control of you. It guides you to spend on what matters most and helps you avoid buying on impulse.,quiz|budget|control|impulse|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-344,Budgeting,Quiz item - needs focus,Is focusing on needs rather than wants a good way to stick to a budget?,"True. Needs are the necessities such as food, clothing and shelter. Making the right choices between needs and wants is how you use limited income and resources wisely.",quiz|needs wants|stick to budget|necessities|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-345,Budgeting,Quiz item - Sam Jones,"If someone buys new shoes and a suit for a Christmas ball, is that a need because it is clothing?","False. Basic clothing is a need, but brand-name or occasion clothing is a want. Needs are items you require to survive. Wants are items you would like but can survive without. Most people have limited resources and unlimited wants.",quiz|sam jones|shoes suit|need or want|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-346,Budgeting,10-20-30-40 formula,What is the 10-20-30-40 budgeting formula?,"It is the budgeting guide used in ASPIRE. Save 10 percent of net income monthly, put 20 percent toward your emergency and investment funds, keep living expenses to 30 percent or less, and never let debt payments exceed 40 percent.",10-20-30-40|budgeting formula|aspire|percentages|guide,student,internal:eccb-aspire-quiz,2024-11-29
FIN-347,Budgeting,The 10 percent,What is the 10 in the 10-20-30-40 formula?,"Ten percent of your net income goes to saving, made a monthly habit. This is your liquidity, the money you can reach quickly. The point is consistency, so it happens every month rather than whenever there is something left.",10 percent|save|liquidity|monthly habit|formula,student,internal:eccb-aspire-quiz,2024-11-29
FIN-348,Budgeting,The 20 percent,What is the 20 in the 10-20-30-40 formula?,Twenty percent goes to building your emergency fund and your investment fund. The cash in your emergency fund should be enough to cover three to six months of living expenses.,20 percent|emergency fund|investment fund|three to six months|formula,student,internal:eccb-aspire-quiz,2024-11-29
FIN-349,Budgeting,The 30 percent,What is the 30 in the 10-20-30-40 formula?,"Thirty percent is the ceiling for monthly living expenses. Keeping day-to-day costs at 30 percent or less of net income is what leaves room for the saving, investing and debt repayment in the other bands.",30 percent|living expenses|ceiling|monthly costs|formula,student,internal:eccb-aspire-quiz,2024-11-29
FIN-350,Budgeting,The 40 percent,What is the 40 in the 10-20-30-40 formula?,"Forty percent is the maximum for monthly debt payments, including mortgage or rent, with tithes counted in this band. Debt repayments should never exceed 40 percent of your monthly net income.",40 percent|debt payments|mortgage|rent|tithes,student,internal:eccb-aspire-quiz,2024-11-29
FIN-351,Budgeting,Quiz item - the 40,"In the 10-20-30-40 formula, does the 40 refer to living expenses?","False. The 40 refers to monthly debt payments, including mortgage and rent, which should never exceed 40 percent of net income. Living expenses are the 30 band.",quiz|40 percent|debt not living expenses|true or false|formula,student,internal:eccb-aspire-quiz,2024-11-29
FIN-352,Budgeting,Formula comparison,How does 10-20-30-40 compare with the 50/30/20 rule?,"They are different templates for the same idea. The 10-20-30-40 formula used in ASPIRE separates saving from emergency and investment funds and sets an explicit ceiling on debt, which makes it stricter and better suited to households carrying loans.",10-20-30-40 vs 50 30 20|compare|difference|which rule|template,student,internal:aspire-financial-education,2026-08-04
FIN-353,Budgeting,Net income basis,Are the budgeting percentages based on gross or net income?,"Net income, meaning what actually reaches you after deductions. Building a budget on gross pay produces a plan you cannot fund, because Social Security and other deductions come out before you ever see the money.",net income|gross|percentages|basis|deductions,student,internal:eccb-aspire-quiz,2024-11-29
FIN-354,Saving,Liquidity,What does liquidity mean in saving?,"Liquidity is how quickly you can turn something into cash without losing value. The 10 percent savings band is described as your liquidity because it is money you can reach immediately, unlike an investment you would have to sell.",liquidity|quick access|cash|savings band|meaning,student,internal:eccb-aspire-quiz,2024-11-29
FIN-355,Saving,Contingency fund,What is a contingency or rainy day fund?,"It is another name for an emergency fund. It gives you a financial resource to draw on when adverse situations arise, such as sickness or loss of a job, so a setback does not force you into debt.",contingency fund|rainy day|emergency fund|another name|purpose,student,internal:eccb-aspire-quiz,2024-11-29
FIN-356,Saving,Quiz item - uncertainty,Is it wise to have an emergency fund because uncertainty is part of life?,"True. Uncertainty is unavoidable, so a fund set aside in advance is what lets you absorb sickness, job loss or an unexpected bill without borrowing.",quiz|emergency fund|uncertainty|true or false|wise,student,internal:eccb-aspire-quiz,2024-11-29
FIN-357,Investing,Risk definition,What is the correct word for the possibility of losing your money?,"Risk. If you buy a lottery ticket, the possibility that you lose your money is the risk, not the consequence. The guiding rule is simple: do not risk money you cannot afford to lose.",risk|definition|lose money|not consequence|lottery,student,internal:eccb-aspire-quiz,2024-11-29
FIN-358,Investing,Quiz item - consequence,Is the possibility of losing money on a bet called a consequence?,"False. It is called risk. A consequence is what actually follows a decision, while risk is the chance that a loss occurs in the first place.",quiz|consequence|risk|terminology|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-359,Investing,Objective of investing,What is the objective of investing?,To maximise returns while minimising risk. In almost every financial decision there is a choice to be made between the risk of an investment and the return on that investment.,objective|maximise returns|minimise risk|goal|purpose,student,internal:eccb-aspire-quiz,2024-11-29
FIN-360,Investing,Quiz item - objective,Is the objective of investing to minimise returns and minimise risk?,False. The objective is to maximise returns and minimise risk. Deliberately minimising your return would defeat the purpose of investing at all.,quiz|objective|maximise|minimise|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-361,Investing,Quiz item - direct relationship,Is there a direct relationship between risk and return?,"True. The higher the potential risk, the higher the potential return. That is also why any offer of a high return with no risk should be treated as a warning sign.",quiz|risk return|direct relationship|higher|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-362,Investing,Afford to lose,What does do not risk money you cannot afford to lose mean?,"It means only put money at risk if losing it would not damage your essential plans. Rent money, school fees and your emergency fund should never be exposed to investment risk.",afford to lose|risk rule|essential money|protect|guidance,student,internal:eccb-aspire-quiz,2024-11-29
FIN-363,Credit and Debt,Quiz item - multiple accounts,Does having balances with several credit institutions help build a good credit history?,"False. The best way to build a good credit history, or repair a damaged one, is to pay your bills on time and keep your credit card balances low. Spreading balances across more institutions does not help.",quiz|multiple credit|build credit|true or false|history,student,internal:eccb-aspire-quiz,2024-11-29
FIN-364,Credit and Debt,Repairing credit,How do I repair a damaged credit history?,"The same way you build a good one: pay every bill on time and keep credit card balances low, consistently, over a sustained period. There is no shortcut, and anyone selling one should be treated with suspicion.",repair credit|damaged|fix|on time|low balances,parent,internal:eccb-aspire-quiz,2024-11-29
FIN-365,Credit and Debt,Quiz item - total repayment,"When borrowing, should I consider the interest and the total amount I must pay back?","True. As well as the interest rate, calculate the total dollar figure you would repay over the life of the loan. That total is what tells you the real cost and lets you make an informed decision for your household.",quiz|total repayment|interest rate|dollar figure|true or false,student,internal:eccb-aspire-quiz,2024-11-29
FIN-366,Credit and Debt,Debt ceiling,How much of my income should go to debt payments?,"No more than 40 percent of monthly net income, including mortgage or rent. Above that ceiling, any drop in income turns straight into missed payments because there is no slack left in the budget.",debt ceiling|40 percent|how much|net income|limit,parent,internal:eccb-aspire-quiz,2024-11-29
FIN-367,Goals and Mindset,Self talk,Does the way I talk to myself about money matter?,"It does. People who describe themselves as hopeless with money tend to avoid looking at their accounts, and avoidance is what turns small problems into large ones. Changing the description is often the first practical step.",self talk|beliefs|avoidance|hopeless with money|mindset,student,internal:eccb-aspire-affirmations,2026-08-04
FIN-368,Goals and Mindset,Self control,How do I build self-control with money?,"Reduce the number of decisions you have to win. Automate your saving, keep spending money in a separate account, remove stored card details, and set a waiting rule for purchases above a fixed amount.",self control|discipline|automate|systems|willpower,student,internal:aspire-financial-education,2026-08-04
FIN-369,Goals and Mindset,Money control,What does it mean to let money control you?,"It means spending reactively, in response to moods, advertising or pressure, and then discovering afterwards where the money went. Budgeting reverses the direction, so you control the money instead.",money controls you|reactive spending|control|budgeting|direction,student,internal:eccb-aspire-quiz,2024-11-29
FIN-370,Goals and Mindset,Limited resources,Why do I have to choose between things I want?,"Because most people have limited financial resources but unlimited wants. The wise approach is to spend on goods and services that satisfy needs first, before the items on the wish list.",limited resources|unlimited wants|choose|priorities|wish list,child,internal:eccb-aspire-quiz,2024-11-29
FIN-371,Goals and Mindset,Priorities,How do I set financial priorities?,"Rank your goals in writing before money arrives, not while you are standing in a shop. Then check any significant purchase against that ranking. Priorities decided in advance survive temptation far better than ones decided in the moment.",priorities|rank goals|decide in advance|temptation|planning,student,internal:eccb-aspire-quiz,2026-08-04
FIN-372,Curriculum,Warm up purpose,Why do ASPIRE sessions start with a warm-up activity?,"Because a short game lowers anxiety, gets everyone participating before the harder content, and surfaces the vocabulary the lesson will use. Learners who have already said the word aloud engage with the concept more readily.",warm up|why|activity|engagement|pedagogy,teacher,internal:aspire-financial-education,2026-08-04
FIN-373,Curriculum,Games and retention,Do games actually help people learn about money?,"They help because they require a decision rather than passive listening. A quiz forces a commitment before the explanation arrives, which makes the correction memorable. That is why the ASPIRE quiz pairs every answer with the reasoning behind it.",games|retention|learning|quiz|why it works,teacher,internal:aspire-financial-education,2026-08-04
FIN-374,Curriculum,Explaining wrong answers,What should happen when a learner gets a quiz answer wrong?,"Give the correct answer with the reasoning immediately, without singling anyone out. The explanation is the lesson. A wrong answer that is explained well teaches more than a right answer that was a guess.",wrong answer|feedback|explanation|correction|teaching,teacher,internal:aspire-financial-education,2026-08-04
ASP-339,programme,overview,What is ASPIRE?,ASPIRE is a programme from the Government of St Kitts and Nevis. It put money away in your name to grow. The money is yours.,"aspire, what is aspire, programme, mine, money",child,https://aspire.gov.kn/,2026-08-22
ASP-340,programme,overview,What does the name ASPIRE mean?,"It is a short way of saying six words: Achieving Success through Personal Investment, Resources and Education. They are about growing up well and looking after your money.","aspire, name, meaning, stands for, letters, acronym",child,https://aspire.gov.kn/,2026-08-22
ASP-341,programme,overview,Is the ASPIRE money mine?,"Yes. It is in your name and nobody else can use it. It sits in the bank, safe, and it waits for you.","mine, my money, whose, belongs, safe",child,https://aspire.gov.kn/,2026-08-22
ASP-342,programme,overview,Is my ASPIRE money safe?,Yes. It is kept at a bank here in St Kitts and Nevis. Banks look after money so it cannot get lost.,"safe, bank, lost, keep, secure",child,https://aspire.gov.kn/,2026-08-22
ASP-343,programme,overview,How much money does ASPIRE give me?,One thousand EC dollars is put away in your name. Half waits in the bank. Half is put to work so it can grow.,"how much, thousand, 1000, amount, money",child,https://aspire.gov.kn/,2026-08-22
ASP-344,programme,overview,Does my ASPIRE money grow?,Yes. You leave it alone and the bank adds a little to it. You do not have to do anything at all.,"grow, bigger, add, more, waiting",child,https://aspire.gov.kn/,2026-08-22
ASP-345,programme,overview,Can I spend my ASPIRE money now?,"Not now. It is being kept safe for later. That is a grown-up question, so ask your grown-up to talk to the ASPIRE team.","spend, use, take out, buy, now",child,https://aspire.gov.kn/,2026-08-22
ASP-346,programme,eligibility,Can I be part of ASPIRE?,ASPIRE is for children here aged five to eighteen. Ask your grown-up to check for you and to sign you up.,"join, eligible, age, can i, sign up",child,https://aspire.gov.kn/,2026-08-22
ASP-347,programme,overview,Who gives me the ASPIRE money?,The Government of St Kitts and Nevis. They want every child here to have a good start with money.,"who, government, gives, where from",child,https://aspire.gov.kn/,2026-08-22
ASP-348,programme,overview,Why did they make ASPIRE?,"So every child here starts with something of their own, and learns how to look after it. Not just some children. Every one.","why, reason, purpose, fair, every child",child,https://aspire.gov.kn/,2026-08-22
ASP-349,programme,overview,What does ASPIRE stand for?,"ASPIRE stands for Achieving Success through Personal Investment, Resources and Education. Each word is part of what the programme is trying to do for you.","aspire, acronym, stands for, meaning, name",student,https://aspire.gov.kn/,2026-08-22
ASP-350,programme,overview,What is the ASPIRE split?,"Every eligible child gets EC$1,000. EC$500 sits in a savings account at the St. Kitts-Nevis-Anguilla National Bank. EC$500 buys shares in government-owned entities on your behalf.","split, 500, 1000, savings, shares, investment",student,https://aspire.gov.kn/,2026-08-22
ASP-351,teaching,approach,What is the EAT approach?,"EAT is Engage, Apply, Teach. Learners start with a hands-on game or scenario, attempt the concept through discussion or guided activity, and the educator explains the principle afterwards. It puts exploration before instruction.","eat, engage apply teach, approach, method, sequence",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-352,teaching,approach,What is the difference between EAT and TEA?,"They are the same three parts in a different order. TEA is Teach, Engage, Apply: direct instruction first, then practice. EAT is Engage, Apply, Teach: exploration first, instruction after discovery. The sequence is the whole difference.","eat, tea, difference, sequence, instruction, order",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-353,teaching,approach,Which approach does ASPIRE recommend for young learners?,"EAT, for Kindergarten to Grade 2. Young children are naturally curious and learn through play, they retain concepts better when they experience them before hearing them explained, engagement first holds attention longer, and it mirrors real life: children exchange money for toys before they understand value.","eat, young learners, k-2, kindergarten, recommend, why",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-354,teaching,principle,Why does ASPIRE emphasise hands-on activities?,"Because children remember what they do more than what they hear or see. The workshop puts it as the proverb does: I hear and I forget, I see and I remember, I do and I understand. A lesson on saving lands harder as a shop-and-save game than as a talk.","hands on, active learning, kinesthetic, retention, proverb",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-355,teaching,principle,How do I teach financial concepts to different learning styles?,"Blend the pathways rather than choosing one. The workshop pairs each style with an activity: storytelling for learning by example, a pretend store for trial and error, labelled jars for visual learners, a relay for movement, coin identification by feel for the senses, and a classroom economy for daily reinforcement.","learning styles, visual, auditory, kinesthetic, activities, differentiation",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-356,teaching,activity,What is the Savings Jars activity?,"Three clear jars labelled Save, Spend and Share. Students place pretend or real coins into each and explain why they divided their money that way. It makes an abstract split visible and gives them something to point at while they justify a choice.","savings jars, save spend share, visual, activity, coins",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-357,teaching,activity,What is the Budget Relay?,"A relay where students earn play money through a physical task such as jumping jacks or skipping, then decide how to use what they earned. It attaches the idea of earning to effort, and the deciding happens while they are still out of breath, which is the point.","budget relay, movement, kinesthetic, earning, activity",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-358,teaching,activity,What is the Classroom Economy?,"Students earn a classroom currency for good behaviour, finishing tasks or helping others, and spend it on small rewards. It runs alongside everything else rather than as a lesson, so the habit is practised daily instead of taught once.","classroom economy, currency, rewards, daily, habit",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-359,teaching,activity,What is the Smart Shopper activity?,"A pretend shop with items at different prices, priced as they are here. Students are given play money and make spending choices, then live with them. It is the trial-and-error pathway: the lesson is in the decision they regret, not in a correction from the front of the room.","smart shopper, pretend shop, trial and error, spending, activity",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-360,teaching,activity,What is the Money Mentor activity?,"Reading or acting out a story in which a character makes a money decision, then discussing it. Start with ASPIRE's own Magnificent Monique, which exists as a video you can watch with the class. Bunny Money by Rosemary Wells is the workshop's other suggestion.","money mentor, storytelling, modelling, monique, bunny money, video",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-361,teaching,modules,What are the Infant Department modules called?,"Three, one per year: Magical Moneyland for Kindergarten, Super Savers Club for Grade 1, and Value Voyagers for Grade 2. Each carries its own activities, learning stations and displays.","modules, magical moneyland, super savers club, value voyagers, k-2",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-362,teaching,classroom,How should I set up the classroom for the Infant Department modules?,"Circle or U-shaped seating throughout, because all three modules turn on discussion and role play. Magical Moneyland adds a coin-sorting station and coin and bill posters. Super Savers Club adds a Shop and Save station and a class savings chart. Value Voyagers adds a Smart Shopper station and a price-tag board.","classroom setup, seating, learning stations, displays, u-shaped",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-363,teaching,sequence,What is taught at each primary grade?,"Kindergarten introduces saving. Grade 1 builds on it. Grade 2 covers saving and choosing between spending and saving. Grade 3 is goal-setting, tracking spending and savings plans. Grade 4 is budgeting, opportunity cost, delayed gratification and comparing prices. Grade 5 is informed spending, charitable giving and budgeting. Grade 6 is entrepreneurship, business planning, marketing and presenting an idea.","scope, sequence, grades, progression, curriculum map, k-6",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-364,teaching,sequence,How are concepts reinforced across the grades?,"Each year revisits the previous one through gamified activities and practical exercises rather than restating it. The intention is that a concept met at Kindergarten is still being used in Grade 6, in a harder form, rather than taught once and left.","reinforcement, spiral, progression, gamified, revisit",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
